ORDEN,SKU,MARKETING,ACTUALIZACIONES,ACTUALIZADO,VENTAS_ACUMULADAS,PRICE,LANZAMIENTO,CANTIDAD,PRECIO_MIN,SD_PRECIO,VENTA_ALTA
81081,594797,S,4,1,326970,50.99,2011,15,0.0,0.0,0
17126,530472,D,3,1,213635,94.95,2012,49,96.68,30.65,1
67693,248023,S,3,1,259004,97.0,2010,27,0.0,41.32,0
25104,50209,D,4,1,338572,23.84,2007,48,123.73,52.49,1
57070,290882,S,7,1,1682313,76.95,2007,19,66.75,45.06,0
2123,915083,D,4,1,3261459,41.5,1993,32,47.31,9.66,0
52487,217325,S,5,1,934361,45.0,2010,57,23.35,13.92,0
26324,50371,D,9,1,364745,327.95,2009,69,88.98,38.99,0
27634,198841,D,3,1,2434616,41.95,2005,33,10.39,19.02,0
10606,872551,D,0,0,2803344,82.5,2003,42,52.09,9.25,0
81779,880455,S,7,1,112295,119.87,2014,60,73.65,33.99,1
25504,626437,D,0,0,202264,37.95,2004,30,23.99,38.99,0
56259,147284,S,4,1,713778,45.95,2006,36,47.6,18.99,0
75910,657982,S,7,1,1103817,69.84,2010,11,63.99,73.32,0
66463,370975,S,2,1,3721847,55.0,1997,30,41.76,6.78,0
16887,3082513,D,10,1,1877851,130.0,2005,28,103.99,101.37,1
77492,312422,S,3,1,4833369,118.33,1999,27,143.26,11.96,0
70444,1437240,S,6,1,263963,75.0,2012,18,36.94,45.42,1
58531,159474,S,4,1,1397333,77.95,2002,26,20.14,65.42,0
29289,127341,D,4,1,381316,59.95,2008,50,43.99,20.1,0
66901,184634,S,2,1,375578,83.0,1998,28,0.0,67.07,0
1483,2591862,D,0,0,12244078,30.99,1984,28,63.41,67.63,0
79890,169433,S,8,1,1885478,104.95,2006,31,0.0,44.29,0
34095,3512827,D,0,0,3949919,49.95,1987,13,0.0,43.86,0
78161,661767,S,2,1,841656,52.95,2013,21,40.63,34.12,0
84784,767321,S,1,0,855394,92.55,2008,34,0.0,53.93,1
79545,609235,S,6,1,772925,49.99,2009,29,12.19,15.89,0
61306,655195,S,2,1,263458,49.99,2013,36,23.99,39.59,0
19290,2851317,D,1,0,4984263,179.95,2003,13,153.29,73.61,0
45531,869943,S,8,1,372561,42.5,2013,21,11.35,37.94,0
62612,708307,S,2,1,321036,0.0,2004,22,8.95,58.99,0
54167,203755,S,4,1,4079361,59.95,2005,23,33.99,11.43,0
26128,909354,D,4,1,1565287,22.0,1992,22,69.14,63.99,1
72465,528416,S,2,1,65107,49.95,2012,32,35.2,36.23,0
69939,551321,S,2,1,1864486,110.75,2004,46,5.43,18.98,0
80775,667898,S,0,0,899535,54.95,2011,17,0.0,42.13,0
14996,145296,D,6,1,1572796,77.6,2006,59,82.25,42.81,0
22653,193226,D,3,1,737026,205.0,2011,40,87.02,28.49,1
13702,131563,D,0,0,3784015,101.6,2003,26,57.99,10.96,0
59171,908279,S,4,1,586394,42.95,2014,37,27.09,31.84,0
41159,111975,S,37,1,1993121,54.25,2010,30,7.5,11.03,0
52694,625591,S,2,1,3223457,170.34,1987,19,47.76,45.45,0
52546,649089,S,0,0,150562,69.95,2008,22,76.36,16.24,0
64316,192860,S,2,1,878658,89.95,2001,21,8.79,72.16,0
33941,770245,D,1,0,265468,79.95,2004,42,52.95,4.99,0
11958,140332,D,2,1,429943,44.99,2005,66,26.45,9.18,0
35235,608694,D,9,1,348847,200.95,2008,70,90.23,45.66,0
62561,2570786,S,0,0,1127188,155.0,1992,25,49.11,50.99,0
77174,533969,S,4,1,779737,82.95,2007,96,12.35,8.98,0
68500,293156,S,22,1,1857164,135.0,2003,34,95.15,32.99,0
16024,566812,D,3,1,2304684,154.8,2005,20,93.9,38.99,0
47618,2275382,S,7,1,1037383,50.05,2010,49,0.0,38.7,0
15773,548187,D,0,0,147248,105.8,2006,72,16.45,15.02,0
72154,622312,S,12,1,460244,99.2,2012,30,15.72,14.71,0
15242,286317,D,4,1,21998,311.4,2012,139,83.65,26.34,1
82337,536247,S,2,1,190239,39.95,2011,21,0.0,0.0,0
27717,704889,D,1,0,4423081,0.0,2007,13,64.67,18.99,0
23968,167040,D,10,1,1604527,10.2,2005,44,36.98,10.2,0
69443,639504,S,1,0,199148,54.99,1999,30,0.0,0.0,1
79605,632227,S,6,1,1817661,67.0,2005,23,34.28,42.98,0
1059,608552,D,2,1,1147269,38.95,1997,25,81.57,10.75,0
32777,169251,D,6,1,116209,77.95,2007,34,46.62,60.14,1
25206,1517836,D,2,1,1473696,39.95,2006,31,21.99,28.71,1
53224,147987,S,2,1,3292108,188.95,2003,27,65.09,11.99,0
13852,877754,D,8,1,1211992,95.87,2007,51,53.99,64.32,1
31374,285497,D,3,1,668106,19.49,2010,52,65.04,11.44,0
35649,567740,D,13,1,880786,269.95,2011,63,58.99,16.19,0
77547,57105,S,4,1,1491059,43.95,2003,40,35.48,7.5,0
29294,133133,D,8,1,88317,73.8,2009,43,44.77,374.18,0
10130,870575,D,4,1,2419873,160.8,2007,25,79.24,99.94,0
47323,2076223,S,2,1,405579,119.95,2010,11,0.0,434.07,0
21336,162927,D,8,1,209441,122.68,2010,34,81.91,59.97,0
27626,163267,D,4,1,1416153,75.0,2002,27,45.69,55.74,0
1912,738416,D,1,0,3442088,28.0,2003,26,4.0,13.86,0
20241,427067,D,0,0,5136086,75.0,2004,14,49.21,23.53,0
31157,51887,D,9,1,668199,139.8,2008,71,108.19,13.99,1
84519,291973,S,2,1,1075724,85.6,1995,54,22.72,18.99,0
45481,557494,S,5,1,58943,126.8,2009,39,39.99,122.75,0
34729,197393,D,1,0,741090,50.0,2005,50,19.71,32.89,0
52380,1560015,S,1,0,835312,39.95,2010,28,33.3,59.19,0
11393,867979,D,0,0,256797,79.0,1997,35,71.9,45.26,1
22869,623650,D,2,1,653894,125.95,2002,40,176.1,37.62,0
19753,478862,D,6,1,27269,87.99,2010,145,61.29,28.99,1
69606,635765,S,7,1,1266627,61.0,2011,20,28.98,55.0,0
24258,596948,D,6,1,299577,98.0,2008,71,96.88,20.43,0
58057,253924,S,5,1,245562,106.95,2010,24,62.42,79.48,0
26076,608094,D,0,0,1835646,54.95,2008,35,54.28,4.5,0
20862,534189,D,2,1,285256,135.0,2009,57,134.5,38.39,0
68749,577044,S,3,1,3512093,89.95,2002,31,88.71,8.99,0
17823,2250707,D,2,1,8959748,0.0,2008,20,70.2,61.47,0
63770,50001,S,8,1,2167227,149.35,2003,32,176.23,65.27,0
71106,2603862,S,2,1,1927916,49.99,2003,22,15.22,38.57,0
32370,141836,D,3,1,3402311,0.0,2005,19,66.54,107.33,0
45170,716114,S,12,1,1085499,140.13,2012,11,84.78,529.52,0
1777,574626,D,1,0,7630394,153.95,2002,19,125.38,12.99,0
9505,534019,D,9,1,2018357,69.95,2001,19,38.97,47.69,0
14763,667431,D,4,1,310534,43.0,2010,56,9.94,28.28,0
8630,225712,D,2,1,942427,139.95,2001,41,83.41,61.49,0
52276,2680247,S,3,1,1691260,66.95,1971,24,33.98,53.37,0
82713,336988,S,2,1,1264475,64.95,2009,33,50.17,47.17,0
23037,654230,D,3,1,2577557,109.0,2010,24,45.24,60.78,0
51926,2257677,S,2,1,257772,18.64,2010,31,0.0,24.42,0
54350,2407989,S,2,1,3165406,69.0,1996,26,13.84,33.02,0
9170,285285,D,5,1,914653,7.99,2005,62,41.49,16.73,1
30290,266164,D,1,0,4708478,149.0,2006,15,88.99,12.49,0
7068,614462,D,10,1,28201,159.67,2011,65,145.1,86.4,0
28495,888806,D,0,0,4452108,122.84,2012,18,0.0,71.81,0
69825,672389,S,3,1,24359,19.95,2005,211,0.0,0.0,0
6829,802600,D,12,1,1220132,49.99,2006,48,35.89,38.39,0
10312,161185,D,4,1,37245,39.95,2010,81,21.23,25.39,0
61362,532516,S,2,1,276720,80.0,2012,20,47.81,45.84,0
73802,544822,S,3,1,10406,39.99,2013,47,25.54,24.75,0
5369,531015,D,16,1,87585,283.4,2011,76,182.89,31.28,0
17375,631721,D,7,1,2428706,38.0,2007,24,54.65,21.99,0
47707,613589,S,9,1,17525,87.5,2012,82,30.91,40.31,1
64069,2396798,S,3,1,2037812,57.5,1993,41,138.98,44.85,0
55297,56243,S,3,1,3868061,69.5,1994,20,52.54,45.94,1
48739,248190,S,7,1,178225,66.0,2010,64,58.99,18.99,0
61221,871736,S,2,1,69297,54.99,2014,16,33.99,32.23,0
18381,269967,D,5,1,1542018,175.0,2006,46,49.98,18.93,0
8808,254114,D,8,1,529871,327.95,2010,67,91.59,77.57,1
81245,735557,S,4,1,1738461,71.5,2009,8,53.49,417.87,0
78318,167301,S,2,1,921136,70.0,2006,24,0.0,0.0,0
74137,249828,S,2,1,427849,52.95,2006,22,12.29,57.44,0
24797,50637,D,6,1,945539,195.2,2009,67,43.98,38.99,0
79364,526126,S,3,1,513547,44.99,2008,35,18.64,21.99,0
41875,183696,S,3,1,4138946,242.95,2006,19,13.9,53.89,0
10512,909579,D,7,1,3946851,125.0,2006,17,6.99,18.98,0
51440,290860,S,5,1,110562,112.95,2006,44,30.49,11.11,0
26161,152751,D,1,0,1612269,98.0,2003,21,64.58,60.25,0
49547,346193,S,2,1,920761,188.95,2006,29,140.78,53.43,0
4772,116845,D,2,1,1694104,170.67,2005,38,16.64,7.91,1
41851,182426,S,4,1,968105,153.95,2000,39,4.0,40.97,0
76504,1621670,S,7,1,349324,206.95,2006,47,0.0,43.97,1
70507,180747,S,10,1,579848,63.0,2010,46,15.93,22.45,0
69118,285914,S,4,1,398412,115.0,2002,49,4.0,38.94,0
18470,534014,D,11,1,418298,21.98,2008,43,133.73,21.97,0
24992,278573,D,3,1,2595691,53.95,2005,25,29.34,51.05,0
27237,2120088,D,2,1,568909,178.95,2007,13,176.63,9.94,1
76073,256411,S,3,1,1081367,35.0,2007,25,12.23,61.39,0
59002,184024,S,2,1,2652909,162.95,2004,37,53.99,6.81,0
12317,147327,D,1,0,1096398,99.95,2006,14,80.98,81.49,1
73035,117755,S,2,1,391078,93.33,2006,33,8.48,55.63,0
63173,625490,S,2,1,242188,116.6,2000,47,24.55,93.32,0
60617,770505,S,2,1,772040,196.95,2002,27,40.78,102.78,0
33113,175933,D,1,0,377927,105.0,2010,14,0.0,0.0,0
51150,169822,S,4,1,1920094,89.95,2008,34,7.59,12.94,0
67153,258366,S,3,1,574685,50.0,1998,26,71.98,62.85,0
19787,2364564,D,1,0,229701,97.0,1993,33,81.63,124.71,0
21260,256326,D,2,1,563047,49.95,2006,184,41.79,18.76,0
81503,58279,S,3,1,1619440,104.95,2003,53,74.77,9.87,0
64340,606913,S,2,1,2082040,87.35,2004,31,70.48,7.96,0
76201,132412,S,3,1,3830833,87.6,2007,29,4.0,7.68,0
23172,567774,D,7,1,687324,174.95,2010,132,123.43,18.64,1
30122,132633,D,3,1,285630,108.6,2009,73,76.99,33.99,0
31699,467829,D,4,1,1878545,103.0,2005,60,35.29,8.49,1
23415,552378,D,8,1,165045,86.67,2004,32,111.98,48.69,0
21026,109358,D,11,1,4546446,0.0,2006,25,13.93,24.99,0
19822,432639,D,9,1,537777,143.25,2008,58,122.94,53.99,0
23611,872133,D,2,1,1301505,23.58,2013,22,56.7,15.42,0
8812,167155,D,1,0,1628653,198.66,2007,30,71.24,23.98,1
27561,2566570,D,3,1,4432884,195.0,1995,18,75.3,80.26,1
4135,915680,D,3,1,34781,0.0,2006,27,155.38,0.0,0
65745,51306,S,6,1,1565641,130.67,2001,77,121.58,38.95,0
55648,553988,S,4,1,770187,74.4,1992,73,41.05,28.43,0
42363,2572083,S,4,1,3635409,14.48,1993,33,57.21,37.94,0
6036,116484,D,3,1,86914,195.8,2004,40,91.53,185.23,0
44078,699377,S,15,1,3017904,23.51,2012,14,114.26,19.95,0
1887,711220,D,4,1,4026655,118.6,2001,23,59.98,40.98,0
17165,53824,D,8,1,78440,67.61,2010,166,46.47,19.94,1
3202,500156,D,4,1,2741889,337.95,2009,20,102.89,33.98,0
61317,1447387,S,0,0,1672015,136.3,2008,21,36.8,48.99,0
8542,162906,D,4,1,857849,13.71,2009,40,225.63,22.49,0
50090,612481,S,3,1,20177,69.95,2014,86,38.0,52.9,1
34648,169893,D,9,1,42303,295.95,2008,57,87.92,88.76,0
39659,376860,S,2,1,60342,18.95,2007,92,5.49,11.73,0
53407,132185,S,5,1,2632506,127.6,2005,20,72.95,56.89,0
61146,713738,S,3,1,4531868,93.0,1999,26,89.07,39.38,0
22187,54619,D,6,1,510571,183.4,2009,97,139.04,10.88,0
37185,652099,S,2,1,555475,74.95,2001,19,19.6,63.66,1
74628,546177,S,4,1,1372,35.0,2006,71,20.82,20.98,0
65476,112383,S,4,1,93593,87.73,1997,66,27.38,73.71,0
77420,2610562,S,0,0,30980,49.99,1999,23,38.98,34.98,0
16203,897534,D,2,1,1870153,129.95,1997,16,108.98,86.25,0
30096,60846,D,4,1,200286,99.95,2005,48,97.77,20.9,1
68213,105007,S,3,1,785503,12.5,2006,27,150.8,23.99,0
69312,149162,S,2,1,165286,39.0,2005,85,30.86,13.88,0
60795,296920,S,1,0,1700827,83.8,2000,46,14.73,16.49,0
6997,741575,D,12,1,5650667,0.0,2009,21,143.89,110.83,0
6727,914922,D,2,1,576137,0.0,2004,31,53.98,1429.72,0
17927,254164,D,5,1,327738,199.95,2009,37,118.75,119.04,0
12582,187985,D,2,1,600309,104.99,2000,47,65.98,31.99,0
31135,622755,D,0,0,880297,45.0,2006,27,28.94,26.97,0
8615,222218,D,4,1,772982,79.0,2009,48,8.43,41.51,0
35851,802309,D,7,1,1170176,108.95,2007,29,11.36,33.99,0
14376,609486,D,3,1,2465861,204.95,2005,35,41.01,13.97,0
7144,170093,D,13,1,1227901,136.95,2009,25,78.67,39.62,1
57522,2801390,S,0,0,113949,110.0,1994,18,53.49,72.98,0
27269,555610,D,1,0,2058243,78.0,2006,24,20.91,33.99,0
3389,795626,D,3,1,4785826,64.83,2012,15,120.43,44.99,0
77056,624357,S,2,1,61765,49.99,2009,31,23.99,28.98,0
50594,115565,S,3,1,3369533,96.6,2003,22,14.99,13.49,0
75516,633361,S,4,1,222023,109.0,2008,27,62.05,66.97,0
62289,702375,S,3,1,1485603,35.0,2014,20,0.0,0.0,0
2760,831007,D,0,0,3109122,68.0,1995,24,45.16,9.9,0
26628,178016,D,2,1,676947,218.95,2004,34,63.34,18.99,0
34229,538601,D,3,1,13755,153.5,2013,58,44.59,77.99,0
77426,868264,S,2,1,139094,39.99,2014,33,42.34,38.38,0
57473,57166,S,4,1,39934,54.95,2011,53,31.98,34.36,0
10972,757706,D,5,1,654880,135.0,2003,28,39.99,48.39,1
79139,667426,S,10,1,94786,103.6,2010,29,0.0,0.0,1
26985,57244,D,6,1,342351,79.95,2005,77,46.57,12.55,0
16985,53797,D,7,1,74948,170.67,2009,202,91.42,23.73,0
57945,242086,S,2,1,1407775,47.95,2004,20,42.32,73.39,0
9882,123966,D,1,0,199922,98.95,2001,65,53.87,13.0,0
56830,843231,S,2,1,1124858,116.81,1982,27,20.84,66.17,0
17418,2663310,D,2,1,4010056,82.0,1991,23,79.31,31.97,0
18796,597620,D,1,0,1945989,55.0,2002,22,55.61,37.36,1
34796,701700,D,3,1,2305833,86.0,2009,16,23.76,23.99,0
29038,248224,D,5,1,1221784,87.95,2010,61,62.71,6.48,0
28258,643514,D,0,0,1194536,54.99,2010,12,0.0,34.09,0
54797,60682,S,6,1,789807,301.95,2002,70,173.97,49.0,1
50275,607925,S,2,1,6111492,36.0,2005,36,51.52,6.28,0
60354,613483,S,1,0,173119,60.75,2007,58,106.49,12.99,0
47440,276644,S,7,1,355774,91.0,2007,37,33.91,79.92,0
62385,270144,S,5,1,246273,49.0,2011,16,11.59,48.53,0
15997,167003,D,6,1,472158,76.02,2006,50,197.87,58.71,1
49602,1575936,S,1,0,147259,42.0,2006,21,0.0,25.1,0
12891,435254,D,5,1,110730,104.0,2011,93,39.59,57.45,0
37730,608350,S,5,1,489541,65.0,2002,42,85.53,71.3,1
80101,527491,S,10,1,270321,44.99,2010,66,9.74,39.45,0
27279,920031,D,0,0,2157938,51.99,1993,56,22.74,7.98,0
80393,862386,S,5,1,10431,34.99,2014,64,28.92,25.94,0
61880,116865,S,8,1,1285368,156.0,2005,51,4.97,23.78,0
56683,222194,S,2,1,221736,75.0,2009,39,52.31,49.98,0
48609,130953,S,5,1,135026,35.6,2012,47,9.94,26.57,0
4192,915014,D,11,1,1347421,63.08,2009,22,139.63,45.37,0
59960,1690094,S,0,0,144928,39.95,2011,19,21.05,23.39,0
35165,370863,D,0,0,1148594,34.95,2001,48,27.89,11.28,0
23327,629549,D,2,1,1252557,59.99,2009,28,31.49,13.96,1
36938,2621152,S,10,1,874537,252.95,2004,22,0.0,81.74,0
62015,60150,S,4,1,248302,257.95,2008,48,129.99,37.58,0
61521,191833,S,3,1,61582,80.0,1997,57,21.91,38.43,0
41479,146806,S,13,1,1791693,130.07,2011,16,95.66,83.95,0
29428,526609,D,5,1,500697,76.6,2010,40,18.99,27.24,0
62398,592872,S,4,1,963171,209.0,2012,35,18.13,32.99,0
1270,1684407,D,0,0,740203,49.99,2015,9,0.0,29.45,0
54493,538652,S,9,1,37812,137.5,2013,45,73.98,73.97,0
67628,861370,S,2,1,2179526,85.0,2013,15,53.76,56.83,0
57421,633975,S,3,1,839845,67.0,2000,19,48.83,29.89,1
4451,2609643,D,4,1,3853701,75.0,1999,9,0.0,55.89,0
30907,244283,D,8,1,41332,188.95,2012,54,104.32,59.95,0
43290,566271,S,2,1,353407,130.0,2002,24,14.68,92.72,0
15494,2473165,D,0,0,3125503,61.5,1989,17,95.74,52.69,0
72396,670659,S,2,1,588556,96.73,2011,22,63.58,0.0,0
73571,626732,S,3,1,1245275,122.5,1980,25,4.39,53.01,0
8283,615628,D,6,1,155274,265.95,2011,145,114.99,21.31,0
4116,200163,D,4,1,1766258,119.95,2006,50,37.68,8.41,0
62532,349979,S,2,1,862550,43.95,2010,11,0.0,0.0,0
21365,261955,D,1,0,2942801,115.95,2002,26,0.0,0.0,0
62530,2624322,S,4,1,1931040,73.95,1987,42,6.79,40.99,0
10695,742614,D,9,1,4958730,0.0,2010,17,233.97,0.0,0
24023,53382,D,10,1,291869,23.9,2008,156,126.5,21.99,1
3749,3104291,D,0,0,2268066,4.97,2005,17,23.47,41.48,0
29917,1768072,D,1,0,3708750,79.99,2013,9,64.51,8.99,0
11391,652522,D,6,1,82444,134.95,2012,31,36.34,73.39,0
22093,622442,D,2,1,1045793,139.95,2008,51,91.27,32.97,0
25290,872087,D,6,1,5694314,11.11,2005,44,109.84,11.98,0
8032,1540062,D,3,1,2557591,62.95,2008,14,55.59,62.95,0
56,1447623,D,5,1,624574,0.0,2008,20,96.97,48.93,0
67361,541727,S,3,1,340767,65.0,2011,16,24.3,39.22,0
49571,57554,S,8,1,537620,108.0,2004,23,41.99,48.99,0
41920,193225,S,3,1,2303940,32.0,2011,38,6.04,15.84,0
64184,541917,S,2,1,213208,85.0,2001,35,15.76,32.99,0
43008,51623,S,21,1,1112514,122.6,2005,46,0.0,7.07,0
25009,2502933,D,1,0,3499640,99.0,1998,22,65.41,27.98,0
78398,526413,S,3,1,49019,22.0,2009,60,6.33,11.97,0
2075,905939,D,1,0,1716707,155.0,1989,20,69.68,98.41,0
82996,639246,S,2,1,267205,65.95,2009,22,30.97,71.46,0
10703,169444,D,8,1,579641,429.95,2007,102,130.81,19.49,1
9272,167161,D,3,1,561835,122.0,2008,18,73.89,33.97,0
80765,608866,S,5,1,160986,44.99,2004,36,21.28,70.91,0
21883,54049,D,2,1,1649386,149.33,2005,55,61.5,18.99,0
64889,50204,S,7,1,697207,109.95,2003,84,91.76,16.96,0
53352,332659,S,4,1,2010028,65.0,2009,20,80.11,37.28,0
5252,875945,D,2,1,1555607,13.98,2007,15,23.94,13.98,0
2977,2314187,D,1,0,2347984,60.95,1992,26,0.0,78.49,0
29877,642971,D,0,0,1550165,55.0,2002,23,48.96,72.26,0
34514,55427,D,3,1,830288,312.95,2007,70,149.13,22.97,0
3948,532363,D,8,1,129650,94.95,2011,58,15.83,67.11,1
68433,529952,S,4,1,56271,104.0,2010,53,35.96,59.5,1
70503,563141,S,5,1,668661,69.95,1998,54,39.98,53.42,0
41610,1581582,S,2,1,2052134,67.0,2010,32,46.24,20.99,0
71717,54553,S,5,1,1959682,49.95,2005,108,34.99,7.96,0
29118,557419,D,1,0,1203464,101.33,2009,66,43.43,15.88,1
64027,697403,S,3,1,741477,25.75,2005,4,57.81,22.97,0
4591,544184,D,10,1,7048,256.95,2012,134,148.5,36.84,1
55316,2414594,S,1,0,15815,19.95,1977,78,64.78,12.73,0
59758,144317,S,9,1,174984,123.0,2001,49,4.0,48.43,0
81771,183140,S,5,1,1623062,200.95,2005,36,44.05,39.04,0
45280,1456007,S,6,1,364409,143.13,2015,15,118.9,132.19,0
27480,54492,D,5,1,1221018,108.95,2006,44,84.39,6.99,0
4362,199335,D,1,0,797108,38.95,2004,44,35.84,25.07,1
58273,364042,S,4,1,461341,44.0,2009,29,8.79,91.11,0
25340,743758,D,3,1,1485666,105.0,2006,25,62.69,35.99,0
79400,526112,S,14,1,154999,85.0,2012,19,23.97,71.43,0
57985,871017,S,5,1,2592332,57.0,1997,30,51.99,20.08,0
47296,898666,S,4,1,222486,85.0,2012,15,46.48,67.96,0
7250,60856,D,3,1,570205,50.0,2004,63,35.1,9.98,0
73972,58561,S,4,1,808353,53.0,2002,53,39.98,20.29,0
49062,866850,S,2,1,336441,44.99,2014,27,18.76,20.99,0
56346,546331,S,2,1,3881341,41.95,2002,23,29.33,7.98,0
2739,146467,D,12,1,549556,224.0,2010,24,110.99,223.89,0
83975,1781300,S,1,0,625113,65.0,2014,7,51.42,50.1,0
78127,641476,S,2,1,637122,44.95,2010,19,0.0,35.99,0
21131,54201,D,11,1,1649918,34.99,2005,45,81.53,28.97,0
52081,538187,S,1,0,214866,58.0,2008,28,40.27,36.81,0
33706,144136,D,5,1,2805110,93.0,2000,45,50.45,51.81,1
24404,110976,D,5,1,52049,55.96,2008,65,147.57,55.71,0
47972,224737,S,2,1,670025,75.95,2010,25,6.99,11.4,0
73066,867384,S,10,1,426508,64.0,2013,14,62.9,31.48,0
79056,864771,S,6,1,12867,125.4,2014,78,58.99,73.85,0
33133,1468260,D,2,1,9617276,302.5,2008,15,156.21,91.44,0
21875,179123,D,7,1,793221,277.95,2008,41,103.94,78.57,0
65441,119705,S,4,1,282085,22.25,2008,26,0.0,20.68,0
20145,477444,D,1,0,2567668,54.95,2002,18,33.99,21.27,0
58396,2260609,S,11,1,1251448,135.33,2008,38,63.27,87.75,0
79656,121198,S,8,1,33941,160.4,2011,28,91.98,187.18,0
27690,2261945,D,2,1,4932312,44.93,2011,45,10.07,47.46,0
30906,61202,D,6,1,942250,150.95,2007,38,104.32,8.43,0
23473,182934,D,6,1,2144280,141.95,2006,38,38.99,20.71,0
58206,700736,S,5,1,3453319,116.0,2005,39,106.94,48.99,0
2251,549487,D,5,1,1822924,112.25,2008,20,141.77,9.99,0
69837,1465865,S,1,0,104027,62.0,2014,30,50.05,55.99,0
79435,621852,S,7,1,894331,178.0,2010,37,181.89,8.91,0
29849,672441,D,0,0,21635,19.99,2006,135,0.0,8.99,0
2939,608455,D,9,1,491597,143.95,2007,39,31.21,23.57,0
75615,622669,S,2,1,141257,43.0,2009,55,9.52,20.99,0
33016,147586,D,5,1,143906,61.95,2009,193,29.32,24.98,0
65022,254282,S,7,1,950698,83.95,2010,26,22.18,73.98,0
28274,52503,D,7,1,78812,361.95,2008,51,168.44,41.1,1
25910,147191,D,6,1,1232544,55.95,2005,108,39.28,4.58,0
112,312207,D,3,1,1875110,102.0,2001,24,43.95,26.35,0
33546,187993,D,4,1,2205786,210.0,1999,21,22.89,49.98,0
35744,53656,D,2,1,982395,108.33,2009,95,88.99,5.98,1
33222,248150,D,6,1,489731,56.0,2010,98,34.3,12.39,0
32178,249226,D,6,1,355740,106.0,2009,57,51.99,37.84,0
13898,540474,D,0,0,835026,107.0,2012,54,69.29,18.05,0
63898,193623,S,2,1,1130102,150.0,2008,81,33.94,12.99,0
75893,632030,S,1,0,648297,112.0,2013,55,32.27,35.99,0
2376,912891,D,4,1,4582285,53.0,1995,21,39.95,28.94,0
21628,52890,D,4,1,77676,406.95,2006,93,139.95,33.97,0
76424,540444,S,2,1,31747,75.75,2012,87,44.49,43.99,0
52685,293744,S,2,1,1963308,116.0,1999,29,127.11,48.72,0
68864,612715,S,0,0,63976,50.0,2013,26,45.13,34.89,0
24723,753444,D,8,1,1016777,233.5,2012,41,102.99,241.35,0
80684,626206,S,14,1,868942,80.43,2011,45,0.0,82.97,0
27453,575860,D,9,1,143860,86.05,2010,24,4.99,54.34,0
442,179156,D,4,1,2539626,84.95,2008,23,98.25,9.93,0
6832,665899,D,6,1,1227491,147.95,2009,23,63.99,73.98,0
56520,1475560,S,17,1,788942,70.0,2012,25,63.78,52.96,0
78779,141568,S,4,1,2640341,25.0,2002,88,67.74,10.99,0
30587,53755,D,8,1,560859,292.95,2007,82,79.62,24.99,0
22931,619358,D,2,1,616178,225.95,2010,44,75.99,27.99,0
59270,126371,S,1,0,193229,37.95,2002,46,0.0,0.0,1
80312,868600,S,5,1,16375,62.95,2015,11,55.98,53.35,0
57820,2592648,S,0,0,76061,54.99,1985,37,25.73,28.91,0
73722,2387632,S,3,1,3017146,104.6,1996,20,4.76,36.83,0
28927,711923,D,3,1,3473116,117.4,2002,19,80.67,22.33,1
66075,121401,S,2,1,837097,217.0,1998,37,5.44,63.35,1
6861,874087,D,2,1,3028660,65.67,2005,52,53.99,62.29,0
50189,899374,S,2,1,1991139,79.95,2000,16,63.99,73.18,0
38213,52253,S,9,1,4470223,83.95,2002,81,119.47,6.58,0
4068,910411,D,5,1,2872400,29.38,2009,51,63.99,14.51,0
63294,725254,S,2,1,5587375,59.95,2009,21,64.03,59.94,0
75509,57147,S,6,1,2377780,56.95,2004,47,28.59,7.14,0
69101,200425,S,5,1,208588,131.95,2010,94,36.4,53.99,0
53394,163048,S,2,1,832902,100.0,2010,21,67.85,55.56,0
62925,127599,S,2,1,227972,67.0,2010,34,37.18,55.79,0
28192,757406,D,2,1,1812623,100.0,1998,27,58.5,10.44,1
26179,256781,D,2,1,2015286,117.0,2001,17,53.54,63.83,0
4641,905809,D,4,1,1846549,291.39,2005,15,113.98,73.33,1
5615,55256,D,1,0,1149936,9.91,2006,115,56.49,13.93,1
44367,789194,S,5,1,1520090,44.95,2002,25,48.39,31.85,0
72032,890996,S,3,1,13052,50.0,2015,17,35.5,27.92,0
54975,343016,S,2,1,289301,81.95,2005,61,37.84,6.97,0
44115,705444,S,10,1,1581945,281.0,2013,29,76.18,67.69,0
52820,738530,S,11,1,1565196,42.0,2011,19,122.34,23.99,0
75143,115991,S,3,1,2053271,64.99,2003,25,38.71,38.26,0
64487,610620,S,22,1,30233,82.0,2014,45,41.39,36.27,0
67272,154431,S,1,0,806727,14.75,2005,67,45.55,9.89,1
65202,289765,S,3,1,109018,43.95,2008,24,9.43,33.34,0
7895,135593,D,0,0,1429570,54.95,2006,50,21.91,13.99,0
30714,740304,D,6,1,857561,62.4,2005,45,24.83,22.49,0
73258,55888,S,3,1,74024,69.99,2007,60,40.23,38.1,0
12188,620556,D,2,1,1235276,39.95,1991,49,21.09,31.54,0
57322,131872,S,4,1,1767385,133.6,2004,24,77.99,5.97,0
75412,591318,S,3,1,3281116,169.95,2003,28,73.75,7.33,0
50521,581700,S,7,1,1309232,149.0,2006,36,25.93,13.99,0
66814,898810,S,2,1,460839,45.0,2015,17,24.52,27.96,0
74414,264212,S,2,1,1985949,35.95,2003,44,26.22,18.99,0
65839,592827,S,2,1,375059,149.0,2010,38,0.0,23.97,0
