ORDEN,SKU,MARKETING,ACTUALIZACIONES,ACTUALIZADO,VENTAS_ACUMULADAS,PRICE,LANZAMIENTO,CANTIDAD,PRECIO_MIN,SD_PRECIO,VENTA_ALTA
35677,120568,D,1,0,757513,97.2,2007,43,26.83,21.14,0
7393,112036,D,3,1,109787,44.06,2011,140,123.69,23.54,0
28600,222200,D,5,1,1189519,85.0,2007,34,5.48,4.92,0
42940,415699,S,9,1,4061710,46.5,2006,18,104.49,10.27,0
75447,110246,S,7,1,38318,181.25,2009,66,33.77,40.99,0
5308,52169,D,4,1,66921,217.25,1998,86,112.8,42.77,1
19784,904386,D,2,1,2874901,159.75,1986,17,46.74,85.66,0
79262,567409,S,2,1,269952,108.95,2006,41,0.0,63.53,0
12097,241727,D,0,0,280507,58.0,2004,133,50.82,5.96,1
64928,1866870,S,0,0,5559,56.0,2014,38,23.72,33.14,0
13599,50529,D,12,1,218456,183.4,2009,145,131.61,13.99,1
77849,909154,S,2,1,765739,41.95,2014,30,27.07,26.44,0
6702,534845,D,9,1,451517,175.0,2010,32,93.94,88.99,0
3358,878140,D,6,1,1092812,62.86,2008,81,125.65,64.36,0
20568,535753,D,9,1,54701,114.7,2013,54,151.99,58.98,1
48355,572623,S,3,1,1862553,58.99,2002,17,23.42,74.77,0
49741,117730,S,0,0,1593722,59.99,2006,23,23.97,58.53,0
7592,618555,D,9,1,175437,89.95,2011,35,76.04,93.85,0
48861,132459,S,3,1,2222575,65.33,2007,34,20.96,45.99,0
76475,613314,S,7,1,212844,78.8,2011,94,0.0,0.0,1
1443,2559480,D,1,0,1926161,115.0,1995,16,37.87,41.92,0
39710,528060,S,2,1,531305,26.95,2007,29,13.6,20.75,0
49050,603016,S,1,0,755824,44.95,2010,24,0.0,47.3,0
61543,50202,S,10,1,1107354,223.95,2004,145,139.23,18.97,0
36482,613347,S,6,1,306786,110.75,1998,72,0.0,23.53,0
76807,365749,S,2,1,663137,69.95,2011,24,10.77,62.25,1
55365,569474,S,1,0,798153,374.95,2002,47,183.98,34.82,0
19192,60441,D,3,1,1002088,210.95,2004,34,31.24,58.94,0
12401,2893396,D,1,0,3120576,50.0,1989,34,48.38,22.39,0
54674,57969,S,7,1,2160431,86.95,2003,51,51.59,8.98,0
32215,557048,D,6,1,342904,149.8,2011,69,33.99,9.5,0
54905,54845,S,7,1,543411,39.95,2005,146,41.15,8.99,0
12434,544650,D,21,1,66660,280.95,2013,83,6.94,25.99,0
30528,457634,D,1,0,786262,263.95,2007,30,109.77,32.94,0
76787,194435,S,2,1,758099,60.0,2002,47,28.27,25.99,0
84899,1460570,S,0,0,299610,8.82,2013,17,8.22,10.34,0
53383,164748,S,1,0,649918,135.0,1996,40,15.1,75.79,0
36273,705973,S,11,1,474002,218.75,2013,29,33.95,130.78,1
3420,149168,D,0,0,2569873,30.6,1997,28,0.0,12.98,0
57024,587596,S,7,1,356364,122.95,2011,32,113.43,97.75,0
60486,612348,S,4,1,433804,50.0,2014,37,14.65,25.53,0
78240,881414,S,3,1,20690,49.99,2015,10,31.85,29.84,0
78048,534728,S,5,1,176915,71.99,2013,37,30.58,33.36,0
11108,416600,D,5,1,61092,40.69,2012,84,142.99,32.87,1
75052,188099,S,0,0,4012,40.0,2004,136,18.48,20.93,1
6139,53847,D,7,1,675470,201.95,2003,95,67.99,18.99,1
6409,597122,D,7,1,230747,57.0,2000,35,80.42,73.73,0
66070,287049,S,1,0,1147926,194.95,1995,16,0.0,73.98,0
77132,619330,S,2,1,88808,225.0,2012,57,66.97,213.88,0
27524,2095764,D,1,0,118931,49.99,2013,27,41.5,35.92,0
13462,1617155,D,0,0,509697,30.0,2008,24,55.41,29.93,0
57090,561347,S,3,1,658827,73.6,2010,46,32.64,21.74,0
56854,121883,S,7,1,3408321,101.33,1998,38,59.94,9.09,0
49072,583215,S,2,1,3058960,189.95,2000,17,125.28,153.87,0
16472,120362,D,5,1,104633,85.6,2008,52,61.98,78.78,1
32273,571996,D,5,1,2038766,140.95,2004,60,53.58,14.99,1
57074,50028,S,4,1,1448858,64.95,2004,60,62.84,9.81,0
62802,776134,S,23,1,1295567,37.95,2008,53,0.0,0.0,0
11449,691912,D,3,1,551082,234.95,1998,19,362.97,78.67,0
348,296040,D,3,1,291994,37.95,2000,43,33.95,19.97,1
37442,52589,S,4,1,1157733,54.0,1999,44,92.11,10.73,0
16259,182897,D,7,1,5827081,56.36,2003,26,31.54,8.99,0
11930,908583,D,1,0,4092299,67.95,2001,29,56.49,62.07,0
46813,246778,S,12,1,224991,81.95,2011,54,20.48,29.39,0
57371,608112,S,4,1,572889,61.95,2008,59,36.47,32.99,0
62531,178785,S,6,1,1149878,107.95,1999,56,6.79,13.98,0
16588,54307,D,6,1,271799,117.95,2010,196,44.04,13.04,1
13192,363488,D,6,1,1481837,32.0,2011,58,68.95,4.0,0
76441,179233,S,13,1,1410780,201.95,2009,60,125.36,6.11,0
77137,612082,S,9,1,78053,43.29,2013,10,45.94,48.45,0
56739,553705,S,11,1,1184603,29.29,2008,37,29.76,33.98,1
15349,213084,D,3,1,1534352,100.0,2004,23,68.41,7.23,0
16398,148585,D,3,1,543477,229.95,2007,42,132.99,21.23,1
65656,541578,S,2,1,137424,47.95,2011,19,0.0,38.95,0
62337,544975,S,2,1,390617,76.0,2012,34,43.11,55.88,0
15355,110365,D,8,1,382753,32.04,2007,29,133.99,28.98,1
79697,625441,S,12,1,1546846,49.95,2003,32,20.98,40.12,1
73741,527956,S,5,1,32645,30.0,2012,61,10.71,17.71,0
64669,2648839,S,2,1,890010,63.95,1999,22,4.0,25.98,0
77101,642045,S,2,1,239013,75.0,2013,19,59.86,51.68,0
8576,2576234,D,1,0,3912084,99.95,1988,18,67.57,43.99,0
76357,905243,S,3,1,151515,59.95,2014,25,43.99,31.99,0
48416,608074,S,22,1,2504682,128.95,2006,35,0.0,8.98,0
29115,55777,D,8,1,1615816,4.0,2006,74,73.26,8.99,0
4152,109678,D,6,1,1481825,0.0,2007,13,34.98,84.95,0
66168,655301,S,4,1,479006,81.12,2012,28,197.58,70.99,0
35711,315076,D,2,1,526512,98.2,2007,28,55.01,23.96,0
18859,113880,D,4,1,4472984,40.0,2001,35,34.43,8.98,0
10334,635275,D,2,1,846976,96.95,2006,24,43.34,88.13,0
48196,550390,S,7,1,494683,108.0,2008,40,0.0,23.99,0
28840,133259,D,9,1,45576,153.8,2011,106,80.97,32.94,1
65341,1440598,S,9,1,419121,112.0,2011,0,0.0,0.0,0
66342,353661,S,2,1,1302428,39.99,2007,51,4.0,11.93,0
9036,53096,D,11,1,322393,97.16,2007,41,135.41,47.94,1
10446,904270,D,0,0,1189357,59.95,1995,25,53.99,42.98,0
75088,3006730,S,4,1,14774,44.95,2015,3,150.66,39.62,0
80727,129148,S,0,0,438929,6.95,2008,43,6.93,6.0,0
24740,417298,D,1,0,676413,253.0,2012,27,132.98,187.91,0
5606,117790,D,5,1,242817,106.0,2007,48,82.96,45.99,0
1541,2681625,D,4,1,6753587,75.99,2005,10,67.05,83.54,0
69098,574215,S,2,1,237958,40.95,2010,30,88.94,37.94,0
55131,128421,S,3,1,1142271,125.0,2003,23,101.98,63.49,0
83817,716345,S,2,1,412903,72.51,1998,15,0.0,63.26,0
74801,870495,S,7,1,986845,53.96,2001,42,182.39,29.62,0
66511,609953,S,6,1,8882,74.95,2013,115,29.98,41.94,0
67135,536176,S,3,1,297910,125.95,2002,49,22.72,49.87,0
24063,757990,D,2,1,1607454,157.95,1999,47,67.69,16.98,0
55306,147525,S,3,1,258941,120.0,2008,44,0.0,33.99,0
37112,285176,S,2,1,1607993,17.39,2003,21,128.98,63.99,0
76708,890884,S,1,0,1441000,44.99,2014,10,47.22,43.0,0
4646,288838,D,7,1,167507,182.95,2009,69,152.94,63.99,1
2417,607219,D,3,1,1255654,78.67,2000,95,96.34,27.99,0
30235,872053,D,5,1,625423,101.25,2009,34,145.82,29.75,0
4658,116876,D,5,1,2518035,74.4,2005,34,65.14,27.97,0
80468,143199,S,7,1,1494510,75.0,2008,18,228.89,63.99,0
69031,637533,S,2,1,301514,99.0,2013,21,31.01,48.77,0
34681,901855,D,0,0,7722394,69.95,1997,20,15.84,41.92,0
14740,286537,D,7,1,2561236,44.0,1999,24,0.0,67.67,0
52249,147602,S,3,1,112624,63.95,2010,42,50.59,43.96,0
24217,551531,D,1,0,193557,123.0,2009,36,125.89,21.12,0
18194,2361935,D,1,0,995726,133.0,2005,17,64.98,73.97,0
55856,607794,S,4,1,66435,55.95,2010,52,46.47,29.89,0
54055,561622,S,3,1,701809,98.95,2003,24,41.78,16.49,0
73904,609107,S,6,1,1119567,240.95,2000,25,96.99,19.09,0
20785,167224,D,12,1,763457,13.99,2009,56,134.4,13.95,0
73902,797476,S,0,0,1257368,79.99,2014,13,24.99,44.26,0
61396,752741,S,15,1,486889,29.95,2010,64,0.0,0.0,0
10442,620721,D,0,0,897276,8.94,2006,36,0.0,0.0,0
20682,177888,D,1,0,947341,156.95,2003,49,66.62,9.93,1
58062,500146,S,1,0,42774,50.95,2011,81,45.32,23.87,1
17551,535864,D,14,1,6698,355.95,2013,111,103.92,142.99,1
12924,244311,D,5,1,464736,49.99,2011,55,28.21,5.97,0
81710,2874707,S,1,0,818735,139.0,2005,22,38.74,75.29,0
56303,278227,S,4,1,214741,44.95,2005,14,0.0,0.0,0
16740,169139,D,5,1,474278,247.95,2006,23,127.87,107.02,0
61811,256270,S,1,0,2372949,29.95,2002,43,20.93,7.74,0
48156,107925,S,5,1,492339,173.13,2003,30,0.0,19.97,0
84372,908067,S,2,1,582817,117.0,2004,57,20.62,21.85,0
70922,117454,S,3,1,710699,101.33,1998,22,77.08,48.79,0
22947,258059,D,3,1,6480413,45.0,1995,12,0.0,32.71,0
43148,542861,S,2,1,908743,143.0,2002,17,9.48,48.91,0
9856,53771,D,3,1,36432,143.8,2007,109,92.99,58.83,0
2720,3249202,D,3,1,431096,0.0,2008,0,0.0,24.28,0
67731,663581,S,3,1,422885,62.0,2014,28,52.04,48.77,0
26545,1871204,D,2,1,500414,0.0,2008,15,155.17,190.37,0
73187,2638900,S,0,0,942574,141.0,2000,43,18.49,100.78,0
68429,916020,S,3,1,4431004,86.6,2004,34,65.44,38.98,0
22670,574691,D,0,0,1027969,70.0,2006,18,12.29,148.05,0
11349,772172,D,2,1,256272,365.95,2008,62,94.14,87.21,0
14271,531342,D,4,1,348717,33.99,2006,71,105.0,23.99,0
5895,132819,D,14,1,296697,159.2,2009,60,112.59,134.68,0
32844,200142,D,2,1,349967,139.95,2006,87,62.5,15.49,0
70458,246577,S,1,0,229103,51.95,2010,16,0.0,33.01,0
15305,110452,D,19,1,399991,99.75,2009,39,72.49,53.46,0
11769,222282,D,1,0,772776,95.0,2009,30,53.48,23.99,1
67202,612428,S,0,0,993523,46.0,2013,22,31.34,107.89,0
67131,114806,S,5,1,55073,123.4,2002,39,15.97,98.99,0
75699,127150,S,3,1,98880,61.95,2006,33,28.99,53.27,0
14217,394235,D,2,1,860106,70.95,2008,54,45.83,21.57,0
707,177307,D,3,1,1897927,123.95,2000,53,24.98,9.73,0
46013,761882,S,3,1,1526603,182.0,2006,24,136.98,144.62,0
48248,561325,S,5,1,788250,42.0,2010,54,4.0,20.0,0
11375,146636,D,10,1,45728,205.0,2011,58,43.99,163.97,1
19122,609258,D,3,1,623226,48.0,2000,44,24.89,22.99,0
8260,110389,D,11,1,61666,17.95,2010,50,74.94,33.94,1
56153,626388,S,2,1,955728,37.0,2007,33,26.87,23.96,0
9752,199067,D,2,1,1040966,64.95,2002,28,57.34,41.88,1
42644,314444,S,5,1,228222,68.0,2007,19,5.98,24.99,0
5374,52744,D,10,1,9695,194.0,2011,92,76.99,93.93,1
23550,689361,D,1,0,160978,29.95,1998,20,37.69,28.96,0
51810,223231,S,1,0,1323899,58.95,1995,17,61.95,67.97,0
34949,2251333,D,6,1,5319068,137.6,2009,21,121.46,83.97,0
79274,169628,S,2,1,3025680,146.95,2006,32,105.99,5.99,0
22445,111217,D,11,1,165840,201.0,2011,50,98.23,111.59,0
84236,609403,S,2,1,557881,43.95,2003,44,49.55,7.5,1
28376,620331,D,8,1,108873,70.0,2006,63,41.46,68.27,1
54844,1533911,S,0,0,578968,69.95,2007,28,44.79,44.64,0
83579,912363,S,2,1,47371,29.95,2011,27,17.18,29.95,0
79320,867826,S,3,1,88615,73.0,2014,33,55.89,60.89,0
39277,2407257,S,4,1,1150491,55.0,1993,32,0.0,16.71,0
33331,153934,D,8,1,617061,23.98,2005,68,31.99,21.97,1
2418,633138,D,1,0,1063920,99.0,2011,19,58.99,13.48,0
45311,3474694,S,5,1,410792,103.0,2016,0,0.0,103.0,0
81274,522844,S,4,1,1611933,88.95,2010,19,10.19,58.94,0
80478,1698062,S,1,0,634819,49.95,2006,34,0.0,31.62,0
70608,915049,S,4,1,1407382,24.0,1992,25,6.16,6.25,0
68011,577348,S,3,1,4238437,99.0,2003,13,129.98,41.94,0
75163,116689,S,3,1,554567,60.4,2003,53,0.0,46.25,0
12221,897816,D,1,0,4900534,114.99,1999,17,75.97,44.71,0
71763,197822,S,5,1,603728,66.5,2007,50,18.96,46.66,0
8577,203641,D,1,0,1092528,114.5,2005,27,54.47,13.6,0
74493,606789,S,7,1,982989,32.0,2009,38,19.94,31.01,0
73709,1873355,S,1,0,679919,146.95,2007,65,37.58,8.98,0
56103,910892,S,1,0,376507,49.99,2010,46,23.96,51.07,0
29287,203172,D,2,1,3558167,110.0,1996,29,73.49,23.99,0
58834,533221,S,3,1,1196063,55.0,2009,27,9.31,38.13,0
15407,606892,D,11,1,2799728,5.0,2003,42,76.82,19.99,0
52537,862613,S,2,1,3002114,125.0,1995,22,113.64,9.95,1
60684,532752,S,2,1,87553,72.95,2008,41,24.04,30.05,0
26314,132177,D,9,1,432869,134.67,2006,43,126.26,18.91,1
47354,2084654,S,1,0,403486,141.0,2014,11,0.0,121.94,0
28903,199083,D,2,1,46503,71.0,2004,46,51.98,22.18,1
8338,658042,D,25,1,452750,227.95,2013,41,222.0,38.47,1
34570,889398,D,0,0,2966853,93.95,1996,17,51.51,33.98,0
71659,654745,S,2,1,491464,90.41,2000,30,67.27,72.79,0
5565,52818,D,2,1,187637,75.0,2000,141,58.11,56.23,0
25211,561673,D,5,1,266325,53.95,2006,43,85.16,8.76,1
32630,824206,D,2,1,1697531,31.0,1997,26,42.49,43.93,0
81436,612668,S,3,1,223288,43.95,2014,17,0.0,33.25,0
52792,652895,S,4,1,1155785,177.73,2010,27,127.47,170.4,0
69449,760490,S,5,1,888604,89.0,2004,24,0.0,49.32,1
13024,550968,D,22,1,1147301,148.75,2011,67,59.79,12.12,1
72014,60593,S,2,1,478526,69.95,1995,28,144.0,67.51,0
50556,61185,S,3,1,3386923,281.95,2006,29,10.34,9.03,0
11492,183060,D,1,0,424738,173.95,2005,31,67.82,15.51,0
24731,55526,D,1,0,638398,21.24,2008,97,113.87,23.99,0
54611,1878919,S,7,1,3930029,10.68,2009,19,0.0,12.85,0
83941,667234,S,4,1,491685,45.6,2012,32,39.24,43.33,0
47036,3745959,S,2,1,5857,75.95,2016,2,0.0,72.03,0
35226,53501,D,8,1,1017009,128.95,2006,80,83.99,10.21,0
22598,533506,D,6,1,43178,142.75,2012,237,83.95,16.49,1
20748,178158,D,11,1,1896018,252.95,2005,49,95.2,13.49,1
32552,915178,D,2,1,2190316,94.99,2002,32,4.33,22.38,0
81412,822460,S,3,1,854822,27.95,2006,66,4.0,9.98,0
54859,118200,S,3,1,293189,59.99,2009,20,0.0,0.0,0
54884,2612342,S,2,1,2408704,74.99,2000,19,57.64,49.97,0
51801,336985,S,2,1,1119016,49.95,2009,37,144.88,49.55,0
77789,744463,S,8,1,2141094,64.95,2000,37,41.65,13.94,0
73001,762002,S,3,1,371470,78.99,2006,30,38.63,55.26,0
64484,657853,S,4,1,580566,88.0,2013,38,48.72,55.99,0
55705,162496,S,6,1,888066,148.99,2008,29,44.99,103.69,0
32805,718434,D,0,0,2656538,110.0,1997,29,37.89,29.99,0
25435,627487,D,3,1,2420984,55.95,2009,24,32.8,9.32,0
52358,298610,S,2,1,794639,210.95,2010,33,75.74,114.1,0
50925,615651,S,2,1,52517,65.0,2002,70,33.97,18.43,0
35023,449400,D,1,0,326801,45.99,2010,56,88.39,33.98,0
17683,649954,D,3,1,1075894,0.0,2011,21,72.98,142.01,1
52080,606764,S,2,1,1567337,45.95,2005,57,27.87,9.99,0
34883,533993,D,3,1,206926,174.0,2005,41,86.8,18.15,0
77120,145865,S,1,0,711621,129.0,2008,40,45.74,47.89,0
16220,872142,D,0,0,1928003,86.95,2004,23,46.92,56.53,1
30288,641089,D,3,1,1979179,218.95,2009,12,161.28,79.02,0
73550,55205,S,9,1,257549,100.0,2010,47,49.86,22.98,0
4519,61252,D,5,1,1483770,42.95,1995,59,49.9,4.0,1
7523,913857,D,4,1,1838291,61.95,1996,21,27.84,66.91,1
29924,915856,D,2,1,184007,46.0,2004,23,0.0,24.99,0
25485,877472,D,12,1,932445,0.0,2012,27,93.9,13.97,0
24143,264316,D,6,1,89756,131.99,2009,108,76.48,32.19,1
50295,907222,S,3,1,2794852,229.0,2000,15,279.99,88.62,0
35636,182588,D,0,0,646886,157.95,2002,112,120.97,33.94,1
483,110410,D,2,1,2028616,141.25,2009,33,167.35,33.99,0
27165,254112,D,8,1,324903,279.95,2010,80,153.22,106.36,0
33117,202329,D,3,1,3991182,172.95,2001,31,47.36,9.23,0
62751,566869,S,5,1,130519,58.87,1991,50,7.97,62.83,0
74570,544787,S,1,0,14624,136.95,2013,96,85.89,48.99,1
70683,366848,S,2,1,334261,196.95,2006,78,26.32,19.08,0
24425,177510,D,3,1,1196474,148.95,2006,48,82.94,9.06,0
78535,618616,S,0,0,345004,12.96,2006,22,0.0,12.05,0
46333,642180,S,5,1,311419,52.0,2012,32,13.99,38.99,0
21134,169370,D,3,1,515781,164.95,2007,45,93.99,14.55,1
22282,633242,D,18,1,120021,111.95,2010,62,25.24,45.42,1
52781,878936,S,5,1,2303746,136.95,2003,53,137.99,17.99,0
43799,645181,S,4,1,800751,102.0,2013,32,57.48,76.45,0
27856,147348,D,5,1,370542,99.95,2006,54,60.41,18.19,0
82643,2136469,S,2,1,246867,99.0,2007,31,9.02,41.49,0
66916,113314,S,2,1,148870,112.0,2003,27,0.0,62.53,0
81160,1894211,S,0,0,245351,39.99,2015,11,0.0,21.97,0
27619,252033,D,5,1,581620,97.95,2008,21,43.06,12.49,1
25779,445845,D,1,0,1720340,170.0,2006,26,42.98,23.35,0
64811,607636,S,3,1,1587706,76.0,1997,59,43.99,7.87,0
27737,709750,D,1,0,3825586,177.48,2010,14,105.91,140.78,1
58284,626077,S,3,1,577420,30.0,2002,25,0.0,46.17,0
4980,2576650,D,1,0,4164517,120.0,1988,20,58.99,28.99,0
55869,265847,S,2,1,3827840,156.0,2001,38,137.97,35.33,0
71246,717537,S,3,1,3376523,103.95,2003,24,78.49,18.99,0
56619,2901989,S,4,1,108578,120.0,2000,53,18.61,13.96,0
51367,202260,S,7,1,1423698,95.95,2001,21,11.2,33.72,0
28007,667490,D,1,0,500875,56.95,2009,18,51.95,88.06,0
5452,704649,D,7,1,134184,0.0,2006,27,115.99,113.19,0
23976,653668,D,6,1,1733694,50.95,2007,24,4.81,39.05,1
27420,918864,D,6,1,1198438,69.2,2009,31,27.09,10.09,0
68107,1587466,S,3,1,712161,40.5,2006,79,28.28,29.22,0
52405,3514197,S,3,1,4015931,92.75,1998,15,0.0,43.18,0
35650,53280,D,13,1,617390,269.95,2012,86,58.99,13.54,1
70020,246744,S,2,1,91351,68.95,2009,31,50.8,44.24,0
60734,162729,S,2,1,190350,60.0,2010,31,35.41,41.09,0
675,51792,D,9,1,201539,110.0,2008,86,31.43,115.09,0
63458,702119,S,2,1,602727,40.0,2011,10,0.0,0.0,0
641,861104,D,3,1,1564689,63.0,2011,29,126.94,53.35,0
29988,200629,D,1,0,201272,99.95,2010,86,65.5,12.99,1
58954,275597,S,4,1,1089614,47.5,2008,51,0.0,33.99,0
70037,202383,S,5,1,2560012,126.95,2002,41,116.76,9.92,0
35280,595606,D,2,1,16398,77.18,2011,202,111.97,34.86,1
21135,60503,D,3,1,995081,171.95,2007,56,93.99,43.37,1
18107,142171,D,1,0,1090245,62.97,2010,89,84.12,10.12,1
22354,60560,D,9,1,1262337,43.99,2006,48,63.26,23.99,0
28486,552816,D,6,1,177203,127.8,2010,48,101.38,31.99,0
27098,631696,D,2,1,519017,91.95,2008,39,43.98,57.48,0
80324,544723,S,12,1,475210,65.95,2013,18,0.0,64.36,0
54081,142183,S,4,1,25141,144.5,2012,45,39.51,58.89,1
80803,337045,S,3,1,674519,55.95,2011,31,44.95,43.32,0
6535,528153,D,4,1,957148,13.44,2013,71,203.99,23.35,0
4120,270105,D,2,1,544569,211.0,2010,41,6.88,53.48,0
29926,2540808,D,0,0,2725425,65.95,2004,21,35.09,25.65,0
73985,832989,S,2,1,318739,99.95,1996,27,5.93,60.55,0
79962,593511,S,4,1,240305,44.99,2007,43,11.25,26.7,0
56236,60816,S,4,1,996031,160.0,2004,27,219.56,78.45,0
14984,552174,D,4,1,183074,110.6,2004,24,60.76,48.33,0
63477,764670,S,1,0,696149,82.95,2005,24,0.0,65.6,0
64462,169885,S,7,1,679195,183.95,2009,33,78.5,123.35,0
9741,51962,D,6,1,1391087,123.6,2008,46,63.98,53.35,0
80543,108708,S,3,1,86836,54.89,2003,35,10.98,83.11,0
63002,105576,S,5,1,218588,87.0,2001,31,28.8,61.11,0
18679,893606,D,1,0,2678900,219.95,2010,11,178.18,61.99,0
19479,701913,D,1,0,2002544,86.0,2010,19,7.89,17.19,0
30326,177065,D,2,1,325526,377.95,2004,104,205.01,48.19,1
75721,636738,S,2,1,570561,120.95,2012,25,23.99,27.99,0
33863,1462718,D,1,0,582522,28.95,2008,35,101.93,24.25,0
68113,889185,S,2,1,50896,56.0,2015,23,48.98,42.02,0
48528,1590793,S,2,1,1142076,39.99,2009,31,9.44,19.96,0
12044,877721,D,6,1,7774177,5.51,2008,17,50.97,5.51,0
2220,415706,D,10,1,1825126,96.75,2008,26,104.49,9.99,0
3437,887885,D,0,0,3084055,66.95,2002,10,27.58,63.94,0
5068,702173,D,3,1,1188875,26.0,2011,16,13.98,14.9,1
19833,643970,D,3,1,422076,135.0,2009,17,108.98,607.19,0
84097,1630808,S,0,0,413459,45.0,2009,31,16.49,23.78,0
38118,145976,S,11,1,489912,165.2,2009,33,69.54,602.98,0
76933,721317,S,0,0,653500,50.0,2003,20,20.05,32.66,0
36755,109903,S,4,1,2096102,37.99,2006,21,141.57,37.99,0
4512,875320,D,7,1,1370071,76.61,2011,26,125.94,26.96,0
12912,665368,D,3,1,425287,99.97,2012,21,57.71,25.49,0
78083,628109,S,2,1,1061497,130.0,2007,56,7.19,15.48,0
69352,2511663,S,2,1,1906386,51.15,1990,43,67.17,78.98,0
2506,887658,D,5,1,5552785,27.93,1995,15,39.97,22.49,0
75080,145549,S,5,1,920682,111.0,2006,38,4.0,51.94,0
75046,644398,S,2,1,922194,52.95,2013,44,35.86,39.42,0
2938,183693,D,2,1,3231932,200.95,2006,21,55.74,22.45,0
68285,173528,S,0,0,1150034,120.0,1995,81,0.0,12.64,0
76390,114372,S,4,1,736170,69.99,2003,34,15.52,44.67,0
55718,270585,S,6,1,1475667,69.95,2009,24,51.79,17.99,1
34775,105304,D,5,1,3420191,179.47,2002,22,103.99,50.82,0
69113,867352,S,2,1,115979,90.0,2013,57,42.42,52.35,0
47337,529769,S,3,1,418729,85.0,2010,42,48.35,54.51,0
35182,260001,D,6,1,1151758,155.5,2006,72,18.33,14.42,1
34190,626982,D,2,1,2492597,58.95,2009,35,60.58,58.95,0
74656,807908,S,2,1,327151,74.99,2010,18,0.0,0.0,0
49324,641123,S,17,1,2656911,59.95,2008,16,61.2,44.78,0
83036,120712,S,2,1,1250902,123.6,2009,34,0.0,0.0,0
50606,560530,S,6,1,354533,220.0,2010,67,36.99,83.99,0
80768,106329,S,4,1,532360,34.95,2006,50,10.9,13.95,0
66929,173849,S,2,1,935004,34.99,2004,19,12.23,28.97,0
46419,902347,S,3,1,397190,81.95,2010,15,126.49,68.48,0
81910,529942,S,2,1,411791,65.0,2007,37,6.71,24.99,0
7412,132393,D,3,1,1863729,108.0,2007,48,78.48,8.74,0
47973,1519104,S,8,1,831068,99.95,2013,22,0.0,58.99,0
788,60810,D,6,1,2706914,174.95,2005,29,68.66,5.25,0
35609,538931,D,0,0,494687,126.75,2004,68,52.67,71.46,0
80863,539294,S,5,1,390363,53.2,2014,11,33.26,44.59,0
79777,902240,S,1,0,902124,50.0,2014,12,0.0,37.97,0
21141,154427,D,1,0,161929,26.88,2010,36,72.26,22.92,0
34012,613711,D,1,0,925546,84.4,2010,51,63.15,38.98,0
81648,326921,S,2,1,223765,22.0,2005,77,30.37,11.92,0
63042,754610,S,5,1,432995,95.0,2011,28,65.79,60.48,0
16774,54189,D,5,1,239515,28.99,2010,87,76.71,28.99,0
400,105556,D,4,1,2635696,89.95,1999,30,79.27,8.98,0
29182,526670,D,7,1,7465,23.93,2011,103,50.05,13.99,1
56536,307840,S,6,1,1269145,99.0,2007,17,140.85,35.98,0
5818,54265,D,9,1,103209,178.49,2010,78,168.57,154.53,0
44267,743195,S,2,1,8391904,59.95,2000,47,12.35,26.74,0
26432,901824,D,1,0,4105472,49.5,2006,15,41.51,46.4,1
55955,907096,S,2,1,1941713,42.5,2003,18,32.61,49.75,0
83583,169416,S,1,0,517509,129.95,2007,35,88.99,73.96,0
28998,255762,D,4,1,1313277,39.95,2003,30,44.73,54.63,0
1734,431036,D,0,0,2468693,117.0,2004,16,113.43,54.49,0
53812,262640,S,4,1,1231228,35.95,2003,48,40.23,13.97,0
62825,739506,S,10,1,2083723,90.67,2002,30,36.98,12.82,0
30126,200298,D,4,1,4135984,83.95,2004,20,48.4,23.84,0
12457,51749,D,5,1,234622,336.95,2008,91,143.83,33.99,0
58128,663596,S,2,1,730537,62.0,2013,18,56.38,53.66,0
5909,258419,D,4,1,188720,97.5,2006,41,83.89,8.74,0
10924,461894,D,7,1,419973,183.95,2007,41,40.37,93.94,0
27004,550454,D,3,1,196363,100.5,2012,36,69.44,44.3,1
46081,454652,S,2,1,503907,170.0,2009,19,39.4,65.34,0
30150,2339782,D,0,0,9525272,0.0,1961,8,4.47,0.0,0
41696,169788,S,9,1,548682,146.95,2008,12,120.93,53.97,0
64510,313867,S,3,1,1103373,181.8,2004,43,4.0,13.99,0
65481,648196,S,2,1,1161658,47.95,2012,17,67.6,41.36,0
1846,644788,D,0,0,5647391,68.1,1993,23,26.89,70.55,0
32456,762601,D,2,1,3425123,129.95,1998,28,49.86,29.33,0
61039,576833,S,3,1,958424,16.99,2010,85,9.61,8.85,0
4128,129445,D,0,0,1023718,67.95,2011,65,44.92,12.96,0
49748,727390,S,1,0,291126,79.99,1999,96,38.09,9.99,0
56894,3602207,S,3,1,2898088,89.0,2003,15,0.0,58.81,0
18714,164302,D,1,0,738196,110.0,2002,23,71.15,20.69,0
79802,658171,S,6,1,376403,45.6,2012,18,0.0,0.0,0
65796,1455495,S,5,1,454891,140.0,2014,19,0.0,92.9,1
54578,540460,S,9,1,1253614,191.0,2009,35,0.0,44.21,0
79870,177119,S,6,1,864179,119.95,2005,28,0.0,0.0,0
16285,901110,D,1,0,2835656,74.95,2008,14,68.19,56.78,0
69474,290108,S,2,1,94582,144.5,2009,35,0.0,0.0,0
60478,2260602,S,12,1,775051,68.99,2006,10,0.0,68.99,0
42956,423315,S,9,1,479566,121.33,2008,13,83.99,52.99,0
53909,2953493,S,2,1,2572858,29.97,2005,19,53.77,32.84,0
