seller_id,total_visits,day,total_in_day
69567417,39370,2020-08-07,1476
69567417,39370,2020-08-08,1120
69567417,39370,2020-08-09,1129
69567417,39370,2020-08-10,1787
69567417,39370,2020-08-11,1847
69567417,39370,2020-08-12,1813
69567417,39370,2020-08-13,1648
69567417,39370,2020-08-14,1808
69567417,39370,2020-08-15,929
69567417,39370,2020-08-16,809
69567417,39370,2020-08-17,954
69567417,39370,2020-08-18,1386
69567417,39370,2020-08-19,1509
69567417,39370,2020-08-20,1406
69567417,39370,2020-08-21,1474
69567417,39370,2020-08-22,989
69567417,39370,2020-08-23,749
69567417,39370,2020-08-24,1667
69567417,39370,2020-08-25,1815
69567417,39370,2020-08-26,889
69567417,39370,2020-08-27,749
69567417,39370,2020-08-28,794
69567417,39370,2020-08-29,601
345566645,224718,2020-07-31,13732
345566645,224718,2020-08-01,10322
345566645,224718,2020-08-02,11826
345566645,224718,2020-08-03,12561
345566645,224718,2020-08-04,9097
345566645,224718,2020-08-05,6539
345566645,224718,2020-08-06,7784
345566645,224718,2020-08-07,6863
345566645,224718,2020-08-08,5705
345566645,224718,2020-08-09,7843
345566645,224718,2020-08-10,9106
345566645,224718,2020-08-11,11241
345566645,224718,2020-08-12,12075
345566645,224718,2020-08-13,12055
345566645,224718,2020-08-14,7420
345566645,224718,2020-08-15,5827
345566645,224718,2020-08-16,4887
345566645,224718,2020-08-17,7043
345566645,224718,2020-08-18,7384
345566645,224718,2020-08-19,6610
345566645,224718,2020-08-20,5624
345566645,224718,2020-08-21,4649
345566645,224718,2020-08-22,3999
345566645,224718,2020-08-23,5437
345566645,224718,2020-08-24,7104
345566645,224718,2020-08-25,6973
345566645,224718,2020-08-26,4150
345566645,224718,2020-08-27,4356
345566645,224718,2020-08-28,3520
345566645,224718,2020-08-29,2986
46845970,45694,2020-07-31,1039
46845970,45694,2020-08-01,1737
46845970,45694,2020-08-02,2342
46845970,45694,2020-08-03,2331
46845970,45694,2020-08-04,1862
46845970,45694,2020-08-05,1809
46845970,45694,2020-08-06,1794
46845970,45694,2020-08-07,1742
46845970,45694,2020-08-08,1644
46845970,45694,2020-08-09,1745
46845970,45694,2020-08-10,1865
46845970,45694,2020-08-11,2292
46845970,45694,2020-08-12,2187
46845970,45694,2020-08-13,2074
46845970,45694,2020-08-14,1998
46845970,45694,2020-08-15,331
46845970,45694,2020-08-16,58
46845970,45694,2020-08-17,1492
46845970,45694,2020-08-18,1466
46845970,45694,2020-08-19,1167
46845970,45694,2020-08-20,1613
46845970,45694,2020-08-21,1353
46845970,45694,2020-08-22,1274
46845970,45694,2020-08-23,1334
46845970,45694,2020-08-24,1741
46845970,45694,2020-08-25,1851
46845970,45694,2020-08-26,964
46845970,45694,2020-08-27,986
46845970,45694,2020-08-28,777
46845970,45694,2020-08-29,826
583320230,3195,2020-07-31,46
583320230,3195,2020-08-01,50
583320230,3195,2020-08-02,37
583320230,3195,2020-08-03,43
583320230,3195,2020-08-04,52
583320230,3195,2020-08-05,35
583320230,3195,2020-08-06,108
583320230,3195,2020-08-07,197
583320230,3195,2020-08-08,140
583320230,3195,2020-08-09,188
583320230,3195,2020-08-10,220
583320230,3195,2020-08-11,330
583320230,3195,2020-08-12,333
583320230,3195,2020-08-13,179
583320230,3195,2020-08-14,96
583320230,3195,2020-08-15,136
583320230,3195,2020-08-16,69
583320230,3195,2020-08-17,89
583320230,3195,2020-08-18,63
583320230,3195,2020-08-19,68
583320230,3195,2020-08-20,77
583320230,3195,2020-08-21,59
583320230,3195,2020-08-22,49
583320230,3195,2020-08-23,49
583320230,3195,2020-08-24,129
583320230,3195,2020-08-25,95
583320230,3195,2020-08-26,39
583320230,3195,2020-08-27,61
583320230,3195,2020-08-28,44
583320230,3195,2020-08-29,114
90952429,749778,2020-07-31,17681
90952429,749778,2020-08-01,23597
90952429,749778,2020-08-02,29125
90952429,749778,2020-08-03,26778
90952429,749778,2020-08-04,27724
90952429,749778,2020-08-05,26214
90952429,749778,2020-08-06,27745
90952429,749778,2020-08-07,26476
90952429,749778,2020-08-08,27263
90952429,749778,2020-08-09,31340
90952429,749778,2020-08-10,31217
90952429,749778,2020-08-11,33185
90952429,749778,2020-08-12,32081
90952429,749778,2020-08-13,30073
90952429,749778,2020-08-14,28964
90952429,749778,2020-08-15,26316
90952429,749778,2020-08-16,28147
90952429,749778,2020-08-17,28097
90952429,749778,2020-08-18,26027
90952429,749778,2020-08-19,23906
90952429,749778,2020-08-20,23556
90952429,749778,2020-08-21,16076
90952429,749778,2020-08-22,21089
90952429,749778,2020-08-23,25825
90952429,749778,2020-08-24,29680
90952429,749778,2020-08-25,27614
90952429,749778,2020-08-26,13551
90952429,749778,2020-08-27,13993
90952429,749778,2020-08-28,13012
90952429,749778,2020-08-29,13426
50446767,255,2020-07-31,14
50446767,255,2020-08-01,17
50446767,255,2020-08-02,10
50446767,255,2020-08-03,3
50446767,255,2020-08-04,0
50446767,255,2020-08-05,0
50446767,255,2020-08-06,0
50446767,255,2020-08-07,2
50446767,255,2020-08-08,0
50446767,255,2020-08-09,0
50446767,255,2020-08-10,0
50446767,255,2020-08-11,0
50446767,255,2020-08-12,0
50446767,255,2020-08-13,0
50446767,255,2020-08-14,0
50446767,255,2020-08-15,0
50446767,255,2020-08-16,3
50446767,255,2020-08-17,0
50446767,255,2020-08-18,0
50446767,255,2020-08-19,0
50446767,255,2020-08-20,0
50446767,255,2020-08-21,0
50446767,255,2020-08-22,2
50446767,255,2020-08-23,6
50446767,255,2020-08-24,32
50446767,255,2020-08-25,48
50446767,255,2020-08-26,42
50446767,255,2020-08-27,12
50446767,255,2020-08-28,9
50446767,255,2020-08-29,55
15773356,4135,2020-07-31,312
15773356,4135,2020-08-01,333
15773356,4135,2020-08-02,440
15773356,4135,2020-08-03,456
15773356,4135,2020-08-04,427
15773356,4135,2020-08-05,80
15773356,4135,2020-08-06,78
15773356,4135,2020-08-07,93
15773356,4135,2020-08-08,92
15773356,4135,2020-08-09,98
15773356,4135,2020-08-10,113
15773356,4135,2020-08-11,97
15773356,4135,2020-08-12,128
15773356,4135,2020-08-13,105
15773356,4135,2020-08-14,115
15773356,4135,2020-08-15,64
15773356,4135,2020-08-16,58
15773356,4135,2020-08-17,103
15773356,4135,2020-08-18,107
15773356,4135,2020-08-19,94
15773356,4135,2020-08-20,110
15773356,4135,2020-08-21,87
15773356,4135,2020-08-22,67
15773356,4135,2020-08-23,80
15773356,4135,2020-08-24,81
15773356,4135,2020-08-25,127
15773356,4135,2020-08-26,47
15773356,4135,2020-08-27,34
15773356,4135,2020-08-28,39
15773356,4135,2020-08-29,70
36652236,3222,2020-07-31,46
36652236,3222,2020-08-01,76
36652236,3222,2020-08-02,136
36652236,3222,2020-08-03,76
36652236,3222,2020-08-04,91
36652236,3222,2020-08-05,48
36652236,3222,2020-08-06,88
36652236,3222,2020-08-07,95
36652236,3222,2020-08-08,74
36652236,3222,2020-08-09,125
36652236,3222,2020-08-10,126
36652236,3222,2020-08-11,85
36652236,3222,2020-08-12,142
36652236,3222,2020-08-13,91
36652236,3222,2020-08-14,87
36652236,3222,2020-08-15,79
36652236,3222,2020-08-16,85
36652236,3222,2020-08-17,79
36652236,3222,2020-08-18,99
36652236,3222,2020-08-19,154
36652236,3222,2020-08-20,113
36652236,3222,2020-08-21,129
36652236,3222,2020-08-22,157
36652236,3222,2020-08-23,229
36652236,3222,2020-08-24,168
36652236,3222,2020-08-25,187
36652236,3222,2020-08-26,76
36652236,3222,2020-08-27,98
36652236,3222,2020-08-28,107
36652236,3222,2020-08-29,76
54864682,4918,2020-07-31,155
54864682,4918,2020-08-01,186
54864682,4918,2020-08-02,174
54864682,4918,2020-08-03,178
54864682,4918,2020-08-04,186
54864682,4918,2020-08-05,215
54864682,4918,2020-08-06,163
54864682,4918,2020-08-07,159
54864682,4918,2020-08-08,226
54864682,4918,2020-08-09,238
54864682,4918,2020-08-10,216
54864682,4918,2020-08-11,193
54864682,4918,2020-08-12,191
54864682,4918,2020-08-13,136
54864682,4918,2020-08-14,252
54864682,4918,2020-08-15,154
54864682,4918,2020-08-16,144
54864682,4918,2020-08-17,266
54864682,4918,2020-08-18,215
54864682,4918,2020-08-19,172
54864682,4918,2020-08-20,160
54864682,4918,2020-08-21,176
54864682,4918,2020-08-22,93
54864682,4918,2020-08-23,97
54864682,4918,2020-08-24,114
54864682,4918,2020-08-25,127
54864682,4918,2020-08-26,94
54864682,4918,2020-08-27,45
54864682,4918,2020-08-28,45
54864682,4918,2020-08-29,148
97596322,3228,2020-07-31,175
97596322,3228,2020-08-01,182
97596322,3228,2020-08-02,186
97596322,3228,2020-08-03,170
97596322,3228,2020-08-04,148
97596322,3228,2020-08-05,125
97596322,3228,2020-08-06,103
97596322,3228,2020-08-07,105
97596322,3228,2020-08-08,119
97596322,3228,2020-08-09,124
97596322,3228,2020-08-10,154
97596322,3228,2020-08-11,125
97596322,3228,2020-08-12,144
97596322,3228,2020-08-13,170
97596322,3228,2020-08-14,116
97596322,3228,2020-08-15,99
97596322,3228,2020-08-16,113
97596322,3228,2020-08-17,81
97596322,3228,2020-08-18,96
97596322,3228,2020-08-19,83
97596322,3228,2020-08-20,90
97596322,3228,2020-08-21,76
97596322,3228,2020-08-22,55
97596322,3228,2020-08-23,70
97596322,3228,2020-08-24,83
97596322,3228,2020-08-25,70
97596322,3228,2020-08-26,53
97596322,3228,2020-08-27,42
97596322,3228,2020-08-28,30
97596322,3228,2020-08-29,41
19003764,1693,2020-07-31,37
19003764,1693,2020-08-01,48
19003764,1693,2020-08-02,34
19003764,1693,2020-08-03,47
19003764,1693,2020-08-04,31
19003764,1693,2020-08-05,51
19003764,1693,2020-08-06,44
19003764,1693,2020-08-07,42
19003764,1693,2020-08-08,56
19003764,1693,2020-08-09,36
19003764,1693,2020-08-10,24
19003764,1693,2020-08-11,64
19003764,1693,2020-08-12,59
19003764,1693,2020-08-13,52
19003764,1693,2020-08-14,46
19003764,1693,2020-08-15,32
19003764,1693,2020-08-16,34
19003764,1693,2020-08-17,32
19003764,1693,2020-08-18,27
19003764,1693,2020-08-19,42
19003764,1693,2020-08-20,69
19003764,1693,2020-08-21,33
19003764,1693,2020-08-22,73
19003764,1693,2020-08-23,97
19003764,1693,2020-08-24,272
19003764,1693,2020-08-25,144
19003764,1693,2020-08-26,33
19003764,1693,2020-08-27,43
19003764,1693,2020-08-28,46
19003764,1693,2020-08-29,45
393123992,1009,2020-07-31,12
393123992,1009,2020-08-01,16
393123992,1009,2020-08-02,33
393123992,1009,2020-08-03,57
393123992,1009,2020-08-04,21
393123992,1009,2020-08-05,26
393123992,1009,2020-08-06,24
393123992,1009,2020-08-07,47
393123992,1009,2020-08-08,14
393123992,1009,2020-08-09,21
393123992,1009,2020-08-10,97
393123992,1009,2020-08-11,54
393123992,1009,2020-08-12,62
393123992,1009,2020-08-13,49
393123992,1009,2020-08-14,46
393123992,1009,2020-08-15,29
393123992,1009,2020-08-16,18
393123992,1009,2020-08-17,28
393123992,1009,2020-08-18,46
393123992,1009,2020-08-19,25
393123992,1009,2020-08-20,48
393123992,1009,2020-08-21,34
393123992,1009,2020-08-22,26
393123992,1009,2020-08-23,25
393123992,1009,2020-08-24,36
393123992,1009,2020-08-25,37
393123992,1009,2020-08-26,22
393123992,1009,2020-08-27,18
393123992,1009,2020-08-28,24
393123992,1009,2020-08-29,14
235297106,1071,2020-07-31,0
235297106,1071,2020-08-01,0
235297106,1071,2020-08-02,0
235297106,1071,2020-08-03,0
235297106,1071,2020-08-04,0
235297106,1071,2020-08-05,0
235297106,1071,2020-08-06,0
235297106,1071,2020-08-07,0
235297106,1071,2020-08-08,30
235297106,1071,2020-08-09,46
235297106,1071,2020-08-10,79
235297106,1071,2020-08-11,55
235297106,1071,2020-08-12,56
235297106,1071,2020-08-13,67
235297106,1071,2020-08-14,72
235297106,1071,2020-08-15,41
235297106,1071,2020-08-16,35
235297106,1071,2020-08-17,55
235297106,1071,2020-08-18,46
235297106,1071,2020-08-19,43
235297106,1071,2020-08-20,75
235297106,1071,2020-08-21,52
235297106,1071,2020-08-22,58
235297106,1071,2020-08-23,50
235297106,1071,2020-08-24,46
235297106,1071,2020-08-25,32
235297106,1071,2020-08-26,37
235297106,1071,2020-08-27,22
235297106,1071,2020-08-28,32
235297106,1071,2020-08-29,42
24571672,2274,2020-07-31,47
24571672,2274,2020-08-01,49
24571672,2274,2020-08-02,95
24571672,2274,2020-08-03,47
24571672,2274,2020-08-04,53
24571672,2274,2020-08-05,63
24571672,2274,2020-08-06,59
24571672,2274,2020-08-07,34
24571672,2274,2020-08-08,24
24571672,2274,2020-08-09,122
24571672,2274,2020-08-10,120
24571672,2274,2020-08-11,127
24571672,2274,2020-08-12,205
24571672,2274,2020-08-13,109
24571672,2274,2020-08-14,53
24571672,2274,2020-08-15,88
24571672,2274,2020-08-16,65
24571672,2274,2020-08-17,80
24571672,2274,2020-08-18,93
24571672,2274,2020-08-19,104
24571672,2274,2020-08-20,109
24571672,2274,2020-08-21,58
24571672,2274,2020-08-22,69
24571672,2274,2020-08-23,111
24571672,2274,2020-08-24,53
24571672,2274,2020-08-25,78
24571672,2274,2020-08-26,47
24571672,2274,2020-08-27,38
24571672,2274,2020-08-28,40
24571672,2274,2020-08-29,34
311234433,984,2020-07-31,24
311234433,984,2020-08-01,33
311234433,984,2020-08-02,30
311234433,984,2020-08-03,22
311234433,984,2020-08-04,48
311234433,984,2020-08-05,3
311234433,984,2020-08-06,0
311234433,984,2020-08-07,4
311234433,984,2020-08-08,4
311234433,984,2020-08-09,0
311234433,984,2020-08-10,0
311234433,984,2020-08-11,0
311234433,984,2020-08-12,0
311234433,984,2020-08-13,50
311234433,984,2020-08-14,47
311234433,984,2020-08-15,47
311234433,984,2020-08-16,52
311234433,984,2020-08-17,43
311234433,984,2020-08-18,45
311234433,984,2020-08-19,42
311234433,984,2020-08-20,56
311234433,984,2020-08-21,49
311234433,984,2020-08-22,45
311234433,984,2020-08-23,64
311234433,984,2020-08-24,67
311234433,984,2020-08-25,83
311234433,984,2020-08-26,29
311234433,984,2020-08-27,36
311234433,984,2020-08-28,29
311234433,984,2020-08-29,32
23497274,667,2020-07-31,24
23497274,667,2020-08-01,45
23497274,667,2020-08-02,37
23497274,667,2020-08-03,28
23497274,667,2020-08-04,15
23497274,667,2020-08-05,3
23497274,667,2020-08-06,8
23497274,667,2020-08-07,17
23497274,667,2020-08-08,7
23497274,667,2020-08-09,4
23497274,667,2020-08-10,16
23497274,667,2020-08-11,33
23497274,667,2020-08-12,28
23497274,667,2020-08-13,22
23497274,667,2020-08-14,20
23497274,667,2020-08-15,16
23497274,667,2020-08-16,28
23497274,667,2020-08-17,35
23497274,667,2020-08-18,12
23497274,667,2020-08-19,32
23497274,667,2020-08-20,26
23497274,667,2020-08-21,38
23497274,667,2020-08-22,36
23497274,667,2020-08-23,29
23497274,667,2020-08-24,29
23497274,667,2020-08-25,30
23497274,667,2020-08-26,15
23497274,667,2020-08-27,6
23497274,667,2020-08-28,18
23497274,667,2020-08-29,10
49290527,67,2020-07-31,0
49290527,67,2020-08-01,0
49290527,67,2020-08-02,0
49290527,67,2020-08-03,0
49290527,67,2020-08-04,0
49290527,67,2020-08-05,0
49290527,67,2020-08-06,0
49290527,67,2020-08-07,0
49290527,67,2020-08-08,0
49290527,67,2020-08-09,0
49290527,67,2020-08-10,0
49290527,67,2020-08-11,0
49290527,67,2020-08-12,0
49290527,67,2020-08-13,0
49290527,67,2020-08-14,0
49290527,67,2020-08-15,0
49290527,67,2020-08-16,0
49290527,67,2020-08-17,0
49290527,67,2020-08-18,0
49290527,67,2020-08-19,0
49290527,67,2020-08-20,0
49290527,67,2020-08-21,0
49290527,67,2020-08-22,0
49290527,67,2020-08-23,0
49290527,67,2020-08-24,0
49290527,67,2020-08-25,0
49290527,67,2020-08-26,0
49290527,67,2020-08-27,0
49290527,67,2020-08-28,26
49290527,67,2020-08-29,41
44299135,538,2020-07-31,0
44299135,538,2020-08-01,0
44299135,538,2020-08-02,0
44299135,538,2020-08-03,0
44299135,538,2020-08-04,0
44299135,538,2020-08-05,0
44299135,538,2020-08-06,7
44299135,538,2020-08-07,0
44299135,538,2020-08-08,0
44299135,538,2020-08-09,2
44299135,538,2020-08-10,2
44299135,538,2020-08-11,0
44299135,538,2020-08-12,0
44299135,538,2020-08-13,0
44299135,538,2020-08-14,2
44299135,538,2020-08-15,0
44299135,538,2020-08-16,0
44299135,538,2020-08-17,32
44299135,538,2020-08-18,96
44299135,538,2020-08-19,60
44299135,538,2020-08-20,46
44299135,538,2020-08-21,39
44299135,538,2020-08-22,38
44299135,538,2020-08-23,37
44299135,538,2020-08-24,43
44299135,538,2020-08-25,37
44299135,538,2020-08-26,32
44299135,538,2020-08-27,25
44299135,538,2020-08-28,16
44299135,538,2020-08-29,24
50490395,381,2020-07-31,15
50490395,381,2020-08-01,29
50490395,381,2020-08-02,21
50490395,381,2020-08-03,9
50490395,381,2020-08-04,15
50490395,381,2020-08-05,15
50490395,381,2020-08-06,16
50490395,381,2020-08-07,14
50490395,381,2020-08-08,14
50490395,381,2020-08-09,13
50490395,381,2020-08-10,12
50490395,381,2020-08-11,22
50490395,381,2020-08-12,14
50490395,381,2020-08-13,13
50490395,381,2020-08-14,12
50490395,381,2020-08-15,5
50490395,381,2020-08-16,11
50490395,381,2020-08-17,13
50490395,381,2020-08-18,14
50490395,381,2020-08-19,10
50490395,381,2020-08-20,4
50490395,381,2020-08-21,10
50490395,381,2020-08-22,7
50490395,381,2020-08-23,17
50490395,381,2020-08-24,18
50490395,381,2020-08-25,12
50490395,381,2020-08-26,14
50490395,381,2020-08-27,1
50490395,381,2020-08-28,7
50490395,381,2020-08-29,4
82526374,31,2020-07-31,0
82526374,31,2020-08-01,0
82526374,31,2020-08-02,0
82526374,31,2020-08-03,0
82526374,31,2020-08-04,0
82526374,31,2020-08-05,0
82526374,31,2020-08-06,0
82526374,31,2020-08-07,0
82526374,31,2020-08-08,0
82526374,31,2020-08-09,0
82526374,31,2020-08-10,0
82526374,31,2020-08-11,0
82526374,31,2020-08-12,0
82526374,31,2020-08-13,0
82526374,31,2020-08-14,0
82526374,31,2020-08-15,0
82526374,31,2020-08-16,0
82526374,31,2020-08-17,0
82526374,31,2020-08-18,0
82526374,31,2020-08-19,0
82526374,31,2020-08-20,0
82526374,31,2020-08-21,3
82526374,31,2020-08-22,0
82526374,31,2020-08-23,0
82526374,31,2020-08-24,11
82526374,31,2020-08-25,8
82526374,31,2020-08-26,4
82526374,31,2020-08-27,1
82526374,31,2020-08-28,4
82526374,31,2020-08-29,0
125087474,1577,2020-07-31,24
125087474,1577,2020-08-01,7
125087474,1577,2020-08-02,25
125087474,1577,2020-08-03,26
125087474,1577,2020-08-04,5
125087474,1577,2020-08-05,0
125087474,1577,2020-08-06,8
125087474,1577,2020-08-07,0
125087474,1577,2020-08-08,17
125087474,1577,2020-08-09,4
125087474,1577,2020-08-10,4
125087474,1577,2020-08-11,44
125087474,1577,2020-08-12,55
125087474,1577,2020-08-13,68
125087474,1577,2020-08-14,103
125087474,1577,2020-08-15,80
125087474,1577,2020-08-16,38
125087474,1577,2020-08-17,73
125087474,1577,2020-08-18,88
125087474,1577,2020-08-19,68
125087474,1577,2020-08-20,51
125087474,1577,2020-08-21,85
125087474,1577,2020-08-22,106
125087474,1577,2020-08-23,143
125087474,1577,2020-08-24,110
125087474,1577,2020-08-25,130
125087474,1577,2020-08-26,61
125087474,1577,2020-08-27,47
125087474,1577,2020-08-28,59
125087474,1577,2020-08-29,48
119104719,215,2020-07-31,0
119104719,215,2020-08-01,0
119104719,215,2020-08-02,0
119104719,215,2020-08-03,0
119104719,215,2020-08-04,0
119104719,215,2020-08-05,0
119104719,215,2020-08-06,0
119104719,215,2020-08-07,0
119104719,215,2020-08-08,0
119104719,215,2020-08-09,6
119104719,215,2020-08-10,10
119104719,215,2020-08-11,9
119104719,215,2020-08-12,2
119104719,215,2020-08-13,15
119104719,215,2020-08-14,18
119104719,215,2020-08-15,10
119104719,215,2020-08-16,5
119104719,215,2020-08-17,9
119104719,215,2020-08-18,8
119104719,215,2020-08-19,18
119104719,215,2020-08-20,9
119104719,215,2020-08-21,14
119104719,215,2020-08-22,17
119104719,215,2020-08-23,25
119104719,215,2020-08-24,5
119104719,215,2020-08-25,9
119104719,215,2020-08-26,13
119104719,215,2020-08-27,3
119104719,215,2020-08-28,5
119104719,215,2020-08-29,5
449174263,1217,2020-07-31,4
449174263,1217,2020-08-01,30
449174263,1217,2020-08-02,18
449174263,1217,2020-08-03,2
449174263,1217,2020-08-04,5
449174263,1217,2020-08-05,7
449174263,1217,2020-08-06,19
449174263,1217,2020-08-07,20
449174263,1217,2020-08-08,28
449174263,1217,2020-08-09,22
449174263,1217,2020-08-10,23
449174263,1217,2020-08-11,21
449174263,1217,2020-08-12,23
449174263,1217,2020-08-13,23
449174263,1217,2020-08-14,18
449174263,1217,2020-08-15,18
449174263,1217,2020-08-16,50
449174263,1217,2020-08-17,75
449174263,1217,2020-08-18,98
449174263,1217,2020-08-19,62
449174263,1217,2020-08-20,123
449174263,1217,2020-08-21,76
449174263,1217,2020-08-22,63
449174263,1217,2020-08-23,77
449174263,1217,2020-08-24,92
449174263,1217,2020-08-25,83
449174263,1217,2020-08-26,33
449174263,1217,2020-08-27,35
449174263,1217,2020-08-28,28
449174263,1217,2020-08-29,41
584180742,12562,2020-07-31,392
584180742,12562,2020-08-01,462
584180742,12562,2020-08-02,383
584180742,12562,2020-08-03,452
584180742,12562,2020-08-04,632
584180742,12562,2020-08-05,609
584180742,12562,2020-08-06,672
584180742,12562,2020-08-07,445
584180742,12562,2020-08-08,396
584180742,12562,2020-08-09,418
584180742,12562,2020-08-10,524
584180742,12562,2020-08-11,497
584180742,12562,2020-08-12,491
584180742,12562,2020-08-13,512
584180742,12562,2020-08-14,557
584180742,12562,2020-08-15,403
584180742,12562,2020-08-16,421
584180742,12562,2020-08-17,391
584180742,12562,2020-08-18,436
584180742,12562,2020-08-19,424
584180742,12562,2020-08-20,509
584180742,12562,2020-08-21,431
584180742,12562,2020-08-22,319
584180742,12562,2020-08-23,274
584180742,12562,2020-08-24,391
584180742,12562,2020-08-25,426
584180742,12562,2020-08-26,216
584180742,12562,2020-08-27,208
584180742,12562,2020-08-28,121
584180742,12562,2020-08-29,150
40457806,274,2020-07-31,0
40457806,274,2020-08-01,0
40457806,274,2020-08-02,0
40457806,274,2020-08-03,0
40457806,274,2020-08-04,0
40457806,274,2020-08-05,0
40457806,274,2020-08-06,0
40457806,274,2020-08-07,0
40457806,274,2020-08-08,0
40457806,274,2020-08-09,0
40457806,274,2020-08-10,11
40457806,274,2020-08-11,28
40457806,274,2020-08-12,7
40457806,274,2020-08-13,12
40457806,274,2020-08-14,6
40457806,274,2020-08-15,7
40457806,274,2020-08-16,2
40457806,274,2020-08-17,5
40457806,274,2020-08-18,12
40457806,274,2020-08-19,30
40457806,274,2020-08-20,27
40457806,274,2020-08-21,8
40457806,274,2020-08-22,13
40457806,274,2020-08-23,29
40457806,274,2020-08-24,33
40457806,274,2020-08-25,8
40457806,274,2020-08-26,15
40457806,274,2020-08-27,10
40457806,274,2020-08-28,3
40457806,274,2020-08-29,8
1207649,203,2020-07-31,2
1207649,203,2020-08-01,0
1207649,203,2020-08-02,0
1207649,203,2020-08-03,0
1207649,203,2020-08-04,0
1207649,203,2020-08-05,0
1207649,203,2020-08-06,5
1207649,203,2020-08-07,3
1207649,203,2020-08-08,2
1207649,203,2020-08-09,12
1207649,203,2020-08-10,7
1207649,203,2020-08-11,6
1207649,203,2020-08-12,6
1207649,203,2020-08-13,17
1207649,203,2020-08-14,31
1207649,203,2020-08-15,3
1207649,203,2020-08-16,12
1207649,203,2020-08-17,17
1207649,203,2020-08-18,5
1207649,203,2020-08-19,2
1207649,203,2020-08-20,14
1207649,203,2020-08-21,6
1207649,203,2020-08-22,11
1207649,203,2020-08-23,10
1207649,203,2020-08-24,10
1207649,203,2020-08-25,7
1207649,203,2020-08-26,1
1207649,203,2020-08-27,4
1207649,203,2020-08-28,6
1207649,203,2020-08-29,4
69608730,224,2020-07-31,4
69608730,224,2020-08-01,10
69608730,224,2020-08-02,10
69608730,224,2020-08-03,7
69608730,224,2020-08-04,2
69608730,224,2020-08-05,3
69608730,224,2020-08-06,12
69608730,224,2020-08-07,12
69608730,224,2020-08-08,13
69608730,224,2020-08-09,9
69608730,224,2020-08-10,24
69608730,224,2020-08-11,17
69608730,224,2020-08-12,15
69608730,224,2020-08-13,15
69608730,224,2020-08-14,3
69608730,224,2020-08-15,0
69608730,224,2020-08-16,6
69608730,224,2020-08-17,2
69608730,224,2020-08-18,8
69608730,224,2020-08-19,3
69608730,224,2020-08-20,11
69608730,224,2020-08-21,0
69608730,224,2020-08-22,2
69608730,224,2020-08-23,10
69608730,224,2020-08-24,4
69608730,224,2020-08-25,5
69608730,224,2020-08-26,3
69608730,224,2020-08-27,3
69608730,224,2020-08-28,4
69608730,224,2020-08-29,7
145720057,436,2020-07-31,5
145720057,436,2020-08-01,11
145720057,436,2020-08-02,10
145720057,436,2020-08-03,16
145720057,436,2020-08-04,0
145720057,436,2020-08-05,8
145720057,436,2020-08-06,15
145720057,436,2020-08-07,18
145720057,436,2020-08-08,5
145720057,436,2020-08-09,4
145720057,436,2020-08-10,49
145720057,436,2020-08-11,57
145720057,436,2020-08-12,20
145720057,436,2020-08-13,23
145720057,436,2020-08-14,19
145720057,436,2020-08-15,6
145720057,436,2020-08-16,2
145720057,436,2020-08-17,31
145720057,436,2020-08-18,47
145720057,436,2020-08-19,25
145720057,436,2020-08-20,23
145720057,436,2020-08-21,18
145720057,436,2020-08-22,4
145720057,436,2020-08-23,0
145720057,436,2020-08-24,0
145720057,436,2020-08-25,0
145720057,436,2020-08-26,4
145720057,436,2020-08-27,4
145720057,436,2020-08-28,7
145720057,436,2020-08-29,5
98848968,4313,2020-07-31,119
98848968,4313,2020-08-01,88
98848968,4313,2020-08-02,134
98848968,4313,2020-08-03,123
98848968,4313,2020-08-04,94
98848968,4313,2020-08-05,102
98848968,4313,2020-08-06,143
98848968,4313,2020-08-07,179
98848968,4313,2020-08-08,146
98848968,4313,2020-08-09,151
98848968,4313,2020-08-10,144
98848968,4313,2020-08-11,213
98848968,4313,2020-08-12,176
98848968,4313,2020-08-13,182
98848968,4313,2020-08-14,158
98848968,4313,2020-08-15,188
98848968,4313,2020-08-16,146
98848968,4313,2020-08-17,191
98848968,4313,2020-08-18,166
98848968,4313,2020-08-19,159
98848968,4313,2020-08-20,189
98848968,4313,2020-08-21,211
98848968,4313,2020-08-22,123
98848968,4313,2020-08-23,106
98848968,4313,2020-08-24,172
98848968,4313,2020-08-25,182
98848968,4313,2020-08-26,90
98848968,4313,2020-08-27,96
98848968,4313,2020-08-28,74
98848968,4313,2020-08-29,68
46961728,1596,2020-07-31,23
46961728,1596,2020-08-01,15
46961728,1596,2020-08-02,12
46961728,1596,2020-08-03,24
46961728,1596,2020-08-04,23
46961728,1596,2020-08-05,31
46961728,1596,2020-08-06,26
46961728,1596,2020-08-07,38
46961728,1596,2020-08-08,26
46961728,1596,2020-08-09,37
46961728,1596,2020-08-10,33
46961728,1596,2020-08-11,140
46961728,1596,2020-08-12,119
46961728,1596,2020-08-13,123
46961728,1596,2020-08-14,84
46961728,1596,2020-08-15,68
46961728,1596,2020-08-16,87
46961728,1596,2020-08-17,86
46961728,1596,2020-08-18,105
46961728,1596,2020-08-19,72
46961728,1596,2020-08-20,47
46961728,1596,2020-08-21,49
46961728,1596,2020-08-22,32
46961728,1596,2020-08-23,46
46961728,1596,2020-08-24,61
46961728,1596,2020-08-25,47
46961728,1596,2020-08-26,32
